move_id,name_es,name_en,type,category,power,accuracy,pp,priority,ailment,ailment_chance,created_at,description_es
669,Cuchilla Solar,solar-blade,grass,physical,125,100,10,0,,0,2026-03-06 14:09:52.341238+00,El usuario dedica un turno a absorber energía lumínica y concentrarla en forma de cuchilla con la que ataca al rival al turno siguiente.
670,Follaje,leafage,grass,physical,40,100,40,0,,0,2026-03-06 13:36:46.905293+00,Ataca al oponente lanzando hojas.
671,Foco,spotlight,normal,status,,,15,3,,0,2026-03-06 13:28:09.406077+00,"Convierte a uno de los Pokémon que están combatiendo en el foco de atención, de modo que todos los ataques se dirijan hacia él."
672,Hilo Venenoso,toxic-thread,poison,status,,100,20,0,PSN,100,2026-03-06 13:31:53.706815+00,Ataca al oponente con hilillos venenosos que reducen su Velocidad y lo envenenan.
673,Aguzar,laser-focus,normal,status,,,30,0,,0,2026-03-06 13:27:42.426615+00,El usuario se concentra para que el siguiente ataque propine un golpe crítico.
674,Piñón Auxiliar,gear-up,steel,status,,,20,0,,0,2026-03-07 22:29:17.50326+00,Cambia de marcha y logra aumentar el Ataque y el Ataque Especial de los Pokémon aliados que cuenten con las habilidades Más y Menos.
675,Golpe Mordaza,throat-chop,dark,physical,80,100,15,0,,100,2026-03-06 13:35:27.422081+00,Inflige al rival un dolor tan abrumador que le impide utilizar durante dos turnos ataques que se sirven del sonido.
676,Bola de Polen,pollen-puff,bug,special,90,100,15,0,,0,2026-03-06 14:09:03.555544+00,"Ataca al oponente con una bola explosiva. Si esta alcanza a un aliado, le hará recuperar PS."
677,Anclaje,anchor-shot,steel,physical,80,100,20,0,,0,2026-03-06 14:12:13.892606+00,"Ataca lanzando un ancla al oponente, que queda atrapado y no puede huir."
678,Campo Psíquico,psychic-terrain,psychic,status,,,10,0,,0,2026-03-06 13:55:26.460557+00,"Durante cinco turnos, se potencian los movimientos de tipo Psíquico y los Pokémon que están en el suelo quedan protegidos contra movimientos con prioridad."
679,Plancha,lunge,bug,physical,80,100,15,0,,0,2026-03-06 13:48:25.29218+00,Ataca al oponente abalanzándose sobre él con todas sus fuerzas y reduce su Ataque.
680,Látigo Ígneo,fire-lash,fire,physical,80,100,15,0,,0,2026-03-06 14:17:20.188435+00,Golpea al oponente con un látigo incandescente y reduce su Defensa.
681,Chulería,power-trip,dark,physical,20,100,10,0,,0,2026-03-06 13:43:13.962606+00,"Ataca al oponente presumiendo de su fuerza. Cuanto más hayan subido las características del usuario, mayor será el daño."
682,Llama Final,burn-up,fire,special,130,100,5,0,,0,2026-03-06 13:30:21.897661+00,"Utiliza hasta el último resquicio de llamas de su cuerpo para infligir un grave daño al oponente. Tras el ataque, el usuario deja de ser de tipo Fuego."
683,Cambiavelocidad,speed-swap,psychic,status,,,10,0,,0,2026-03-06 14:13:41.130793+00,Intercambia su Velocidad por la del oponente.
684,Cuerno Certero,smart-strike,steel,physical,70,,10,0,,0,2026-03-07 22:56:50.90582+00,Ensarta al adversario con su afilada cornamenta. Este movimiento acierta siempre.
685,Purificación,purify,poison,status,,,20,0,,0,2026-03-06 14:11:15.388217+00,Cura los problemas de estado del Pokémon rival y a cambio recupera PS propios.
686,Danza Despertar,revelation-dance,normal,special,90,100,15,0,,0,2026-03-06 14:08:53.048812+00,Ataque que consiste en un baile muy enérgico. El tipo de este ataque se corresponde con el del Pokémon que lo ejecuta.
687,Núcleo Castigo,core-enforcer,dragon,special,100,100,10,0,,0,2026-03-08 04:32:25.116543+00,"Inflige daño al rival, y si este ya ha hecho uso de algún movimiento, pierde su habilidad."
688,Patada Tropical,trop-kick,grass,physical,70,100,15,0,,0,2026-03-06 14:10:36.226136+00,Lanza una patada con la fuerza del trópico que golpea al rival y reduce su Ataque.
689,Mandato,instruct,psychic,status,,,15,0,,0,2026-03-06 14:10:46.61786+00,Fuerza al objetivo a repetir inmediatamente su último movimiento.
690,Pico Cañón,beak-blast,flying,physical,100,100,15,-3,,0,2026-03-06 14:08:21.342277+00,Primero aumenta la temperatura de su pico y luego ejecuta un ataque. Quema al rival si este le propina un ataque físico mientras está calentando el pico.
691,Fragor Escamas,clanging-scales,dragon,special,110,100,5,0,,0,2026-03-08 04:32:26.418252+00,"Frota todas las escamas de su cuerpo para crear un fuerte sonido con el que ataca. Cuando el ataque termina, su Defensa se ve reducida."
692,Martillo Dragón,dragon-hammer,dragon,physical,90,100,15,0,,0,2026-03-07 22:09:52.329114+00,Usa el cuerpo como un martillo para abalanzarse sobre su rival y causarle daño.
693,Giro Vil,brutal-swing,dark,physical,60,100,20,0,,0,2026-03-06 14:10:19.06072+00,Hace pivotar su cuerpo para infligir daño a su rival.
694,Velo Aurora,aurora-veil,ice,status,,,20,0,,0,2026-03-06 13:52:38.488569+00,Reduce el daño de los ataques físicos y especiales que ejecuta el rival durante cinco turnos. Solo puede usarse cuando está granizando.
695,Aluvión de Flechas Sombrías,sinister-arrow-raid,ghost,physical,180,,1,0,,0,2026-03-08 04:32:26.369204+00,Decidueye usa el Poder Z para proyectar multitud de flechas potentísimas que atraviesan a su oponente.
696,Hiperplancha Oscura,malicious-moonsault,dark,physical,180,,1,0,,0,2026-03-08 04:32:26.423042+00,Incineroar refuerza sus músculos con el Poder Z para golpear con todas sus fuerzas a su oponente.
697,Sinfonía de la Diva Marina,oceanic-operetta,water,special,195,,1,0,,0,2026-03-08 04:32:26.339229+00,Primarina invoca ingentes cantidades de agua con el Poder Z para atacar con gran potencia a su rival.
698,Cólera del Guardián,guardian-of-alola,fairy,special,,,1,0,,0,2026-03-08 04:32:26.371151+00,Los Pokémon Dios Nativo canalizan la energía de Alola gracias al Poder Z y atacan con gran fuerza a sus rivales reduciendo un gran porcentaje de sus PS.
699,Constelación Robaalmas,soul-stealing-7-star-strike,ghost,physical,195,,1,0,,0,2026-03-08 04:32:26.355835+00,"Cuando Marshadow obtiene el Poder Z, lanza una potente y continua oleada de puñetazos y patadas con la que castiga a su rival."
700,Surfeo Galvánico,stoked-sparksurfer,electric,special,175,,1,0,PAR,100,2026-03-08 04:32:26.317143+00,"Cuando un Raichu de Alola obtiene el Poder Z, lanza un potente ataque contra su enemigo y lo deja paralizado."
701,Arrojo Intempestivo,pulverizing-pancake,normal,physical,210,,1,0,,0,2026-03-08 04:32:27.695449+00,"Gracias al Poder Z, Snorlax puede mover su enorme cuerpo con gran agilidad y determinación, cargando sobre el oponente con todas sus fuerzas."
702,Novena Potencia,extreme-evoboost,normal,status,,,1,0,,0,2026-03-08 04:32:27.711524+00,"Cuando Eevee obtiene el Poder Z, toma prestada la energía de sus amigos evolucionados para potenciar enormemente sus características."
703,Supernova Original,genesis-supernova,psychic,special,185,,1,0,,0,2026-03-08 04:32:27.692136+00,Mew usa el Poder Z para realizar un potente ataque contra su adversario y crear un Campo Psíquico sobre el terreno.
704,Coraza Trampa,shell-trap,fire,special,150,100,5,-3,,0,2026-03-06 14:11:45.984678+00,"El caparazón del Pokémon se convierte en una trampa. Si le alcanza un ataque físico, la trampa estalla y el atacante sufre daño."
705,Cañón Floral,fleur-cannon,fairy,special,130,90,5,0,,0,2026-03-07 22:55:31.907876+00,"El usuario emite un potente rayo, pero su Ataque Especial se reduce mucho."
706,Psicocolmillo,psychic-fangs,psychic,physical,85,100,10,0,,0,2026-03-06 14:12:02.894928+00,Ataca a sus rivales con poderes psíquicos que además destruyen barreras como Pantalla de Luz y Reflejo.
707,Pataleta,stomping-tantrum,ground,physical,75,100,10,0,,0,2026-03-06 13:26:32.036737+00,Usa la frustración como revulsivo para atacar. La potencia de Pataleta se duplica si el usuario ha fallado el último movimiento usado.
708,Hueso Sombrío,shadow-bone,ghost,physical,85,100,10,0,,0,2026-03-08 04:32:27.677002+00,Ataca al oponente golpeándole con un hueso poseído por un espíritu. Puede reducir la Defensa del objetivo.
709,Roca Veloz,accelerock,rock,physical,40,100,20,1,,0,2026-03-06 14:09:15.880451+00,El usuario se lanza contra el objetivo a gran velocidad. Siempre ataca primero.
710,Hidroariete,liquidation,water,physical,85,100,10,0,,0,2026-03-06 13:29:45.920883+00,Ataca golpeando gracias a la fuerza del agua. También puede reducir la Defensa del objetivo.
711,Láser Prisma,prismatic-laser,psychic,special,160,100,10,0,,0,2026-03-06 14:13:20.345256+00,"El usuario utiliza un prisma para emitir un rayo de gran potencia, pero no puede moverse en el turno siguiente."
712,Robasombra,spectral-thief,ghost,physical,90,100,10,0,,0,2026-03-07 22:55:32.139044+00,El usuario se esconde en la sombra del objetivo y lo ataca tras robarle las mejoras en sus características.
713,Meteoimpacto,sunsteel-strike,steel,physical,100,100,5,0,,0,2026-03-06 14:13:12.609215+00,"Ataca al objetivo con la potencia de un meteoro, ignorando su habilidad."
714,Rayo Umbrío,moongeist-beam,ghost,special,100,100,5,0,,0,2026-03-06 14:13:18.784837+00,Ataca con un rayo misterioso que ignora la habilidad del objetivo.
715,Ojos Llorosos,tearful-look,normal,status,,,20,0,,0,2026-03-06 13:33:00.109189+00,Mira al objetivo con ojos llorosos para hacerle perder su espíritu combativo y reduce su Ataque y Ataque Especial.
716,Electropunzada,zing-zap,electric,physical,80,100,10,0,,0,2026-03-06 14:11:52.689491+00,El usuario se lanza contra el objetivo y le suelta una potente descarga eléctrica que puede hacerlo retroceder.
717,Furia Natural,natures-madness,fairy,special,,90,10,0,,0,2026-03-06 14:12:40.622599+00,Golpea al objetivo con la furia de la naturaleza y reduce sus PS a la mitad.
718,Multiataque,multi-attack,normal,physical,120,100,10,0,,0,2026-03-08 04:32:28.948102+00,El Pokémon se rodea de una potente energía con la que golpea al rival. El tipo del movimiento depende del disco que lleva el usuario.
719,Gigarrayo Fulminante,10-000-000-volt-thunderbolt,electric,special,195,,1,0,,0,2026-03-08 04:32:28.952678+00,Los Pikachu con gorra acumulan una carga eléctrica descomunal gracias al Poder Z y la lanzan contra el objetivo. Suele ser crítico.
720,Cabeza Sorpresa,mind-blown,fire,special,150,100,5,0,,0,2026-03-06 14:14:38.705474+00,"El usuario hace explotar su cabeza para atacar a todos los Pokémon que se hallan a su alrededor, aunque también se hiere a sí mismo."
721,Puños Plasma,plasma-fists,electric,physical,100,100,15,0,,0,2026-03-07 22:55:31.908703+00,El usuario ataca con puños cargados de electricidad. Convierte los movimientos de tipo Normal en movimientos de tipo Eléctrico.
722,Géiser Fotónico,photon-geyser,psychic,special,100,100,5,0,,0,2026-03-06 14:13:21.265927+00,El usuario ataca con una gran columna de luz. Compara sus valores de Ataque y Ataque Especial para infligir daño con el más alto de los dos.
723,Fotodestrucción Apocalíptica,light-that-burns-the-sky,psychic,special,200,,1,0,,0,2026-03-08 04:32:30.190822+00,"Necrozma escoge la característica que tenga el valor más alto entre el Ataque y el Ataque Especial para infligir daño, ignorando la habilidad del objetivo."
724,Embestida Solar,searing-sunraze-smash,steel,physical,200,,1,0,,0,2026-03-08 04:32:30.193052+00,Solgaleo ataca con toda su fuerza tras imbuirse del Poder Z. Este movimiento ignora la habilidad del objetivo.
725,Deflagración Lunar,menacing-moonraze-maelstrom,ghost,special,200,,1,0,,0,2026-03-08 04:32:30.207824+00,Lunala ataca con toda su fuerza tras imbuirse del Poder Z. Este movimiento ignora la habilidad del objetivo.
726,Somanta Amistosa,lets-snuggle-forever,fairy,physical,190,,1,0,,0,2026-03-08 04:32:30.276417+00,Mimikyu ataca con toda su fuerza tras imbuirse del Poder Z y asesta una lluvia de golpes.
727,Tempestad Rocosa,splintered-stormshards,rock,physical,190,,1,0,,0,2026-03-08 04:32:30.217766+00,Lycanroc ataca con toda su fuerza tras imbuirse del Poder Z y neutraliza el campo que esté activo.
728,Estruendo Implacable,clangorous-soulblaze,dragon,special,185,,1,0,,0,2026-03-08 04:32:30.199703+00,"Kommo-o ataca con toda su fuerza al objetivo tras imbuirse del Poder Z. Además, potencia sus propias características."
729,Pikaturbo,zippy-zap,electric,physical,80,100,10,2,,0,2026-03-08 04:32:30.165811+00,Ataque eléctrico a la velocidad del rayo. Este movimiento tiene prioridad alta y propina golpes críticos.
730,Salpikasurf,splishy-splash,water,special,90,100,15,0,PAR,30,2026-03-08 04:32:30.189174+00,"Golpea al adversario con una ola gigante electrificada, que también puede paralizarlo."
731,Pikapicado,floaty-fall,flying,physical,90,95,15,0,,0,2026-03-08 04:32:31.505989+00,"El usuario se suspende en el aire para, a continuación, abalanzarse súbitamente sobre el rival. Puede hacer retroceder al objetivo."
732,Pikatormenta,pika-papow,electric,special,,,20,0,,0,2026-03-08 04:32:31.493775+00,Lanza una descarga eléctrica infalible que resulta más potente cuanto mayor es el cariño que siente Pikachu hacia su Entrenador.
733,Vapodrenaje,bouncy-bubble,water,special,60,100,20,0,,0,2026-03-08 04:32:31.519594+00,Ataca lanzando proyectiles de agua y recupera una cantidad de PS equivalente a la mitad del daño causado.
734,Joltioparálisis,buzzy-buzz,electric,special,60,100,20,0,PAR,100,2026-03-08 04:32:31.490108+00,Lanza una potente descarga eléctrica sobre el rival y lo deja paralizado.
735,Flarembestida,sizzly-slide,fire,physical,60,100,20,0,BRN,100,2026-03-08 04:32:31.510373+00,"Tras envolver su cuerpo en llamas, el usuario arrolla con fuerza al rival y le provoca quemaduras."
736,Espeaura,glitzy-glow,psychic,special,80,95,15,0,,0,2026-03-08 04:32:31.481874+00,Envuelve al rival con ondas psíquicas y alza un extraño muro que debilita los ataques especiales del adversario.
737,Umbreozona,baddy-bad,dark,special,80,95,15,0,,0,2026-03-08 04:32:31.514411+00,Lanza un ataque haciendo gala de su faceta más umbría y alza un extraño muro que mitiga los ataques físicos del adversario.
738,Leafitobombas,sappy-seed,grass,physical,100,90,10,0,,100,2026-03-08 04:32:31.521553+00,Hace brotar un tallo gigante que bombardea al rival con unas semillas que le drenan PS en cada turno.
739,Glaceoprisma,freezy-frost,ice,special,100,90,10,0,,0,2026-03-08 04:32:31.57059+00,Ataca al rival con negros cristales de niebla congelada. Revierte los cambios en las características de todos los Pokémon presentes.
740,Sylveotornado,sparkly-swirl,fairy,special,120,85,5,0,,0,2026-03-08 04:32:31.51801+00,Ataca al rival envolviéndolo en un remolino de aroma asfixiante. Cura a los aliados de cualquier problema de estado.
741,Eevimpacto,veevee-volley,normal,physical,,,20,0,,0,2026-03-08 04:32:32.922001+00,Un placaje infalible que resulta más potente cuanto mayor es el cariño que siente Eevee hacia su Entrenador.
742,Ferropuño Doble,double-iron-bash,steel,physical,60,100,5,0,,0,2026-03-07 22:55:31.91914+00,"Usando la tuerca del pecho como eje, el usuario gira sobre sí mismo y golpea con los brazos dos veces seguidas. Puede hacer retroceder al rival."
743,Maxibarrera,max-guard,normal,status,,,10,4,,0,2026-03-08 04:32:32.924397+00,"Frena todos los ataques, pero puede fallar si se usa repetidamente."
744,Cañón Dinamax,dynamax-cannon,dragon,special,100,100,5,0,,0,2026-03-06 14:20:01.971932+00,El usuario ataca emitiendo un rayo desde su núcleo. El daño infligido se duplica si el objetivo ha alcanzado el estado Dinamax.
745,Disparo Certero,snipe-shot,water,special,80,100,15,0,,0,2026-03-06 14:15:24.816897+00,Permite atacar al objetivo seleccionado ignorando las habilidades o movimientos que permiten a un rival centrar la atención sobre sí.
746,Presa Maxilar,jaw-lock,dark,physical,80,100,10,0,,0,2026-03-06 14:16:19.594799+00,Impide que tanto el atacante como el defensor puedan ser intercambiados hasta que uno de ellos se debilite o abandone el terreno de combate.
747,Atiborramiento,stuff-cheeks,normal,status,,,10,0,,0,2026-03-06 14:15:28.773027+00,El usuario ingiere la baya que lleva equipada para aumentar mucho su Defensa.
748,Bastión Final,no-retreat,fighting,status,,,5,0,,0,2026-03-06 14:18:42.639225+00,"El usuario aumenta todas sus características, pero ya no puede huir ni ser cambiado por otro."
749,Alquitranazo,tar-shot,rock,status,,100,15,0,,100,2026-03-06 14:16:41.369643+00,Cubre al objetivo de un alquitrán pegajoso que reduce su Velocidad y lo vuelve débil contra el fuego.
750,Polvo Mágico,magic-powder,psychic,status,,100,20,0,,0,2026-03-06 14:17:48.498671+00,Cubre al objetivo con unos polvos mágicos que le hacen adquirir el tipo Psíquico.
751,Dracoflechas,dragon-darts,dragon,physical,50,100,10,0,,0,2026-03-06 14:19:52.019301+00,"El usuario ataca propulsando a ambos Dreepy. En caso de haber dos adversarios, cada Dreepy golpea a su propio objetivo por separado."
752,Hora del Té,teatime,normal,status,,,10,0,,0,2026-03-06 14:17:40.410098+00,"El usuario invita a tomar el té a todos los presentes en el terreno de combate, lo que hace que ingieran las bayas que lleven equipadas."
753,Octopresa,octolock,fighting,status,,100,15,0,,0,2026-03-06 14:17:32.869051+00,"Retiene al objetivo para impedir su huida, a la vez que reduce su Defensa y Defensa Especial cada turno."
754,Electropico,bolt-beak,electric,physical,85,100,10,0,,0,2026-03-06 14:19:18.283277+00,"El usuario ensarta al objetivo con su pico cargado de electricidad. Si ataca en primer lugar, la potencia del movimiento se duplica."
755,Branquibocado,fishious-rend,water,physical,85,100,10,0,,0,2026-03-06 14:19:25.374097+00,"El usuario agarra al objetivo con sus duras branquias. En caso de atacar antes que este último, la potencia del movimiento se duplica."
756,Cambio de Cancha,court-change,normal,status,,100,10,0,,0,2026-03-06 14:15:07.64281+00,Extraño poder que intercambia los efectos en el terreno de combate de ambos bandos.
757,Maxignición,max-flare,fire,physical,100,,10,0,,0,2026-03-08 04:32:34.202617+00,Ataque de tipo Fuego ejecutado por un Pokémon Dinamax. Hace que se intensifique el efecto del sol durante cinco turnos.
758,Maxinsecto,max-flutterby,bug,physical,10,,10,0,,0,2026-03-08 04:32:34.225318+00,Ataque de tipo Bicho ejecutado por un Pokémon Dinamax. Reduce el Ataque Especial del objetivo.
759,Maxitormenta,max-lightning,electric,physical,10,,10,0,,0,2026-03-08 04:32:34.207864+00,Ataque de tipo Eléctrico ejecutado por un Pokémon Dinamax. Crea un campo eléctrico durante cinco turnos.
760,Maxiataque,max-strike,normal,physical,10,,10,0,,0,2026-03-08 04:32:34.207864+00,Ataque de tipo Normal ejecutado por un Pokémon Dinamax. Reduce la Velocidad del objetivo.
761,Maxipuño,max-knuckle,fighting,physical,10,,10,0,,0,2026-03-08 04:32:35.474652+00,Ataque de tipo Lucha ejecutado por un Pokémon Dinamax. Aumenta el Ataque de tu bando.
762,Maxiespectro,max-phantasm,ghost,physical,10,,10,0,,0,2026-03-08 04:32:35.486159+00,Ataque de tipo Fantasma ejecutado por un Pokémon Dinamax. Reduce la Defensa de los rivales.
763,Maxihelada,max-hailstorm,ice,physical,10,,10,0,,0,2026-03-08 04:32:35.427564+00,Ataque de tipo Hielo ejecutado por un Pokémon Dinamax. Crea una tormenta de granizo que dura cinco turnos.
764,Maxiácido,max-ooze,poison,physical,10,,10,0,,0,2026-03-08 04:32:35.491521+00,Ataque de tipo Veneno ejecutado por un Pokémon Dinamax. Aumenta el Ataque Especial de tu bando.
765,Maxichorro,max-geyser,water,physical,10,,10,0,,0,2026-03-08 04:32:35.467646+00,Ataque de tipo Agua ejecutado por un Pokémon Dinamax. Desata un aguacero que dura cinco turnos.
766,Maxiciclón,max-airstream,flying,physical,10,,10,0,,0,2026-03-08 04:32:35.531623+00,Ataque de tipo Volador ejecutado por un Pokémon Dinamax. Aumenta la Velocidad de tu bando.
767,Maxiestela,max-starfall,fairy,physical,10,,10,0,,0,2026-03-08 04:32:35.480122+00,Ataque de tipo Hada ejecutado por un Pokémon Dinamax. Crea un campo de niebla durante cinco turnos.
768,Maxidraco,max-wyrmwind,dragon,physical,10,,10,0,,0,2026-03-08 04:32:35.479737+00,Ataque de tipo Dragón ejecutado por un Pokémon Dinamax. Reduce el Ataque del objetivo.
769,Maxionda,max-mindstorm,psychic,physical,10,,10,0,,0,2026-03-08 04:32:35.479979+00,Ataque de tipo Psíquico ejecutado por un Pokémon Dinamax. Crea un campo psíquico durante cinco turnos.
770,Maxilito,max-rockfall,rock,physical,10,,10,0,,0,2026-03-08 04:32:35.488723+00,Ataque de tipo Roca ejecutado por un Pokémon Dinamax. Levanta una tormenta de arena que dura cinco turnos.
771,Maxitemblor,max-quake,ground,physical,10,,10,0,,0,2026-03-08 04:32:36.776931+00,Ataque de tipo Tierra ejecutado por un Pokémon Dinamax. Aumenta la Defensa Especial de tu bando.
772,Maxisombra,max-darkness,dark,physical,10,,10,0,,0,2026-03-08 04:32:36.790338+00,Ataque de tipo Siniestro ejecutado por un Pokémon Dinamax. Reduce la Defensa Especial del objetivo.
773,Maxiflora,max-overgrowth,grass,physical,10,,10,0,,0,2026-03-08 04:32:36.783685+00,Ataque de tipo Planta ejecutado por un Pokémon Dinamax. Crea un campo de hierba durante cinco turnos.
774,Maximetal,max-steelspike,steel,physical,10,,10,0,,0,2026-03-08 04:32:36.782334+00,Ataque de tipo Acero ejecutado por un Pokémon Dinamax. Aumenta la Defensa de tu bando.
775,Estruendo Escama,clangorous-soul,dragon,status,,100,5,0,,0,2026-03-06 14:12:31.071518+00,Utiliza parte de los PS propios para subir sus características.
776,Plancha Corporal,body-press,fighting,physical,80,100,10,0,,0,2026-03-06 13:53:14.608172+00,El usuario usa el cuerpo para lanzar su ataque e infligir un daño directamente proporcional a su Defensa.
777,Decoración,decorate,fairy,status,,,15,0,,0,2026-03-06 14:18:40.605055+00,Aumenta mucho el Ataque y el Ataque Especial del objetivo al decorarlo.
778,Batería Asalto,drum-beating,grass,physical,80,100,10,0,,0,2026-03-06 14:14:57.412252+00,El usuario controla un tocón mediante la percusión y al atacar reduce la Velocidad del objetivo.
779,Cepo,snap-trap,grass,physical,35,100,15,0,,100,2026-03-08 04:32:36.78767+00,Cepo que atrapa al objetivo durante cuatro o cinco turnos y le causa daño mientras se encuentra preso.
780,Balón Ígneo,pyro-ball,fire,physical,120,90,5,0,BRN,10,2026-03-06 14:15:11.480469+00,El usuario prende una pequeña piedra para crear una bola de fuego con la que ataca al rival. Puede causar quemaduras.
781,Tajo Supremo,behemoth-blade,steel,physical,100,100,5,0,,0,2026-03-08 04:32:38.053482+00,"El usuario se convierte en una espada gigante para rebanar al objetivo. Si este ha alcanzado el estado Dinamax, se duplica el daño infligido."
782,Embate Supremo,behemoth-bash,steel,physical,100,100,5,0,,0,2026-03-08 04:32:38.077861+00,"El usuario se convierte en un escudo gigante para golpear al objetivo. Si este ha alcanzado el estado Dinamax, se duplica el daño infligido."
783,Rueda Aural,aura-wheel,electric,physical,110,100,10,0,,0,2026-03-06 14:19:06.5606+00,La energía que acumula en las mejillas le sirve para atacar y aumentar su Velocidad. Este movimiento cambia de tipo según la forma que adopte Morpeko.
784,Vasto Impacto,breaking-swipe,dragon,physical,60,100,15,0,,0,2026-03-06 14:19:33.856262+00,El usuario sacude violentamente su enorme cola para golpear a todos los rivales y reducir su Ataque a la par.
785,Punzada Rama,branch-poke,grass,physical,40,100,40,0,,0,2026-03-06 14:06:43.79741+00,Ataca pinchando al objetivo con una rama afilada.
786,Amplificador,overdrive,electric,special,80,100,10,0,,0,2026-03-06 14:17:15.203672+00,El usuario rasguea la guitarra o el bajo para generar enormes vibraciones de intensa reverberación con las que ataca al objetivo.
787,Ácido Málico,apple-acid,grass,special,80,100,10,0,,0,2026-03-06 14:16:52.08241+00,"Ataca al objetivo con el fluido corrosivo que desprende una manzana ácida, lo que también disminuye la Defensa Especial de este."
788,Fuerza G,grav-apple,grass,physical,80,100,10,0,,0,2026-03-06 14:16:44.488806+00,El usuario ataca haciendo caer una manzana desde gran altura. Disminuye la Defensa del objetivo.
789,Choque Anímico,spirit-break,fairy,physical,75,100,15,0,,0,2026-03-06 14:18:02.95962+00,"El usuario ataca al objetivo con tal ímpetu que acaba minando su moral y, en consecuencia, reduce su Ataque Especial."
790,Cautivapor,strange-steam,fairy,special,90,95,10,0,,20,2026-03-08 04:32:38.07076+00,"Desprende un humo con el que ataca al objetivo, que puede acabar confundido."
791,Gota Vital,life-dew,water,status,,,10,0,,0,2026-03-06 13:27:25.336802+00,Vierte un agua misteriosa y balsámica que restaura tanto sus propios PS como los de aquellos aliados presentes en el terreno de combate.
792,Obstrucción,obstruct,dark,status,,100,10,4,,0,2026-03-08 04:32:39.33284+00,"Frena todos los ataques, pero puede fallar si se usa repetidamente. Reduce mucho la Defensa de quien ejecute un movimiento de contacto contra el usuario."
793,Irreverencia,false-surrender,dark,physical,80,,10,0,,0,2026-03-06 14:17:58.686312+00,El usuario finge hacer una reverencia y aprovecha la ocasión para ensartar al objetivo con su cabello alborotado. Siempre acierta.
794,Asalto Estelar,meteor-assault,fighting,physical,150,100,5,0,,0,2026-03-06 14:18:20.173157+00,"El usuario agita violentamente su grueso puerro para atacar, pero el mareo que le provocan las sacudidas le impide moverse en el turno siguiente."
795,Rayo Infinito,eternabeam,dragon,special,160,90,5,0,,0,2026-03-06 14:20:01.083757+00,Este es el mayor ataque de Eternatus una vez adquirida su forma original. No puede moverse en el turno siguiente.
796,Metaláser,steel-beam,steel,special,140,95,5,0,,0,2026-03-08 04:32:39.285853+00,Utiliza el acero de su cuerpo para disparar un potente rayo. También hiere al agresor.
797,Vasta Fuerza,expanding-force,psychic,special,80,100,10,0,,0,2026-03-06 14:22:45.569419+00,"El usuario ataca al objetivo con sus poderes psíquicos. Cuando se usa en conjunción con un campo psíquico, aumenta su potencia e inflige daño a todos los rivales."
798,Allanador Férreo,steel-roller,steel,physical,130,100,5,0,,0,2026-03-06 14:26:37.653964+00,"El usuario lanza su ataque y destruye el campo activo en el terreno de combate, y falla si no hay ninguno en ese momento."
799,Ráfaga Escamas,scale-shot,dragon,physical,25,90,20,0,,0,2026-03-08 04:32:39.323567+00,"Lanza escamas al objetivo de dos a cinco veces seguidas. Aumenta la Velocidad del usuario, pero reduce su Defensa."
800,Rayo Meteórico,meteor-beam,rock,special,120,90,10,0,,100,2026-03-08 04:32:39.318669+00,El usuario dedica el primer turno a aumentar su Ataque Especial acumulando energía cósmica y lanza su ofensiva contra el objetivo en el segundo.
801,Moluscañón,shell-side-arm,poison,special,90,100,10,0,PSN,20,2026-03-08 04:32:40.595136+00,El usuario lanza un ataque físico o especial en función de cuál inflija más daño. Puede envenenar al objetivo.
802,Bruma Explosiva,misty-explosion,fairy,special,100,100,5,0,,0,2026-03-08 04:32:40.603027+00,"El usuario ataca a todos a su alrededor, pero se debilita de inmediato. La potencia del movimiento aumenta si el terreno está cubierto por un campo de niebla."
803,Fitoimpulso,grassy-glide,grass,physical,55,100,20,0,,0,2026-03-08 04:32:40.597553+00,Ataca al objetivo deslizándose sobre el terreno de combate. Este movimiento tiene prioridad alta cuando el terreno está cubierto por un campo de hierba.
804,Alto Voltaje,rising-voltage,electric,special,70,100,20,0,,0,2026-03-07 22:56:49.89922+00,Ataca con una descarga eléctrica que surge del terreno de combate. La potencia del movimiento se duplica si el rival se ve afectado por un campo eléctrico.
805,Pulso de Campo,terrain-pulse,normal,special,50,100,10,0,,0,2026-03-06 14:22:14.34323+00,"El usuario ataca aprovechando la energía del campo activo, que determina tanto el tipo como la potencia del movimiento."
806,Golpe Rastrero,skitter-smack,bug,physical,70,90,10,0,,0,2026-03-06 14:21:24.814193+00,Ataca al objetivo por la espalda de forma subrepticia y además reduce su Ataque Especial.
807,Envidia Ardiente,burning-jealousy,fire,special,70,100,5,0,BRN,100,2026-03-08 04:32:40.555887+00,Ataca al objetivo con la energía generada por la envidia y causa quemaduras a los Pokémon cuyas características hayan aumentado en ese turno.
808,Desahogo,lash-out,dark,physical,75,100,5,0,,0,2026-03-08 04:32:40.611264+00,"Ataca al rival presa de la rabia. Si el usuario ha sufrido una reducción de características en ese turno, la potencia del movimiento se duplica."
809,Poltergeist,poltergeist,ghost,physical,110,90,5,0,,0,2026-03-08 04:32:40.605944+00,"El usuario ataca utilizando el objeto que lleva el rival. Si no tiene ninguno equipado, el movimiento falla."
